@Relation test
@Attribute feature_0 numeric
@Attribute feature_1 numeric
@Attribute feature_2 numeric
@Attribute feature_3 numeric
@Attribute feature_4 numeric
@Attribute feature_5 numeric
@Attribute feature_6 numeric
@Attribute feature_7 numeric
@Attribute feature_8 numeric
@Attribute feature_9 numeric
@Attribute feature_10 numeric
@Attribute feature_11 numeric
@Attribute feature_12 numeric
@Attribute feature_13 numeric
@Attribute feature_14 numeric
@Attribute feature_15 numeric
@Attribute class {MAIL_gate_Email_IMAP_filetransfer.pcap,MAIL_gate_POP_filetransfer.pcap,MAIL_Gateway_Thunderbird_Imap.pcap}
@data
3325347879,167772687,443,59960,5,60,60,60,60,60,0.0031749999999988177,1e-05,0.00010000000000331966,0.00014400000000591717,0.0026249999999947704,0.0001770000000078653,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1514,1514,1514,1514,1514,0.000927000000004341,1e-05,0.0003659999999996444,7.80000000020209e-05,0.0003060000000090213,7.69999999903348e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,60,60,60,60,60,0.0009080000000096788,1e-05,0.00012300000000209366,0.0003030000000023847,0.0001390000000043301,0.0002769999999969741,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,637,1235,1235,1235,1235,0.004091000000002509,1e-05,0.002803999999997586,0.00038800000000094315,0.0004420000000067148,0.00039999999999906777,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1514,1514,1514,1514,1514,0.0020970000000062328,1e-05,7.80000000020209e-05,0.0015980000000013206,7.80000000020209e-05,0.0002669999999938,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,60,60,60,60,60,0.0019719999999949778,1e-05,0.00014299999999423108,0.0014090000000095415,9.599999999920783e-05,0.00024700000000166256,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,243,1075,1235,1235,1391,0.00247099999999989,1e-05,0.0015059999999920137,0.00038200000000188084,0.0003760000000028185,0.00015199999999992997,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1514,1514,1514,1514,1514,0.001815999999990936,1e-05,0.000309000000001447,7.300000000043383e-05,0.0012739999999951124,8.200000000613272e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,60,60,60,60,60,0.001649999999997931,1e-05,0.0002409999999883894,0.00012700000000620548,0.00015100000000245473,0.0011009999999913589,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1514,1514,1514,1514,1514,0.0008550000000013824,1e-05,7.599999999285956e-05,0.0003980000000041173,9.30000000067821e-05,0.00021399999999971442,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,60,60,60,60,60,0.0012430000000023256,1e-05,0.0002600000000114733,0.00021699999999214015,0.00034399999999834563,0.0003659999999996444,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1235,1235,1235,1235,243,0.001359999999991146,1e-05,0.00047999999999603915,0.0003459999999932961,0.0002890000000093096,0.00018799999999430383,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1514,1514,1514,1514,1514,0.00211699999999837,1e-05,0.0012720000000001619,0.0002980000000007976,0.0003859999999917818,8.300000000360797e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,60,60,60,60,60,0.0026730000000014797,1e-05,0.001522000000008461,0.0003509999999948832,0.0003370000000018081,0.0002570000000048367,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1075,1235,1235,1235,403,0.0014070000000003802,1e-05,0.0003430000000008704,0.0003370000000018081,0.0005369999999942365,0.0001330000000052678,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1514,1514,1514,1514,1514,0.0020449999999954116,1e-05,7.200000000295859e-05,0.00026599999999632473,7.200000000295859e-05,0.0015700000000009595,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1514,1514,1514,1514,1514,0.0007659999999987122,1e-05,0.00022900000000447562,0.00013400000000274304,0.0002479999999991378,8.099999999444663e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,60,60,60,60,60,0.0022369999999938273,1e-05,0.00013500000000021828,0.0012849999999957618,0.0003760000000028185,0.00032500000000368345,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,915,1235,1235,1235,563,0.0012179999999943902,1e-05,0.0003739999999936572,0.0003279999999961092,0.00032500000000368345,0.0001330000000052678,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1514,1514,1514,1514,1514,0.0017410000000097625,1e-05,8.300000000360797e-05,0.0012400000000098998,7.299999998622297e-05,0.00027000000000043656,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,60,60,60,60,60,0.0020299999999906504,1e-05,0.00013699999999516876,0.0011779999999959045,0.0003430000000008704,0.000286000000002673,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1514,1514,1514,1514,1514,0.0006750000000010914,1e-05,0.00021199999999055308,7.400000001211993e-05,0.00021299999998802832,7.400000001211993e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,755,1235,1235,1235,723,0.0011140000000011696,1e-05,0.0003440000000125565,0.00028599999998846215,0.00031700000000967066,0.00011200000000144428,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1514,1514,1514,1514,669,0.20313199999999654,1e-05,7.200000000295859e-05,0.00025300000000072487,7.999999999697138e-05,0.2025560000000013,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,60,60,60,60,60,0.20423600000000874,1e-05,0.00011299999999891952,0.001170999999999367,0.00032800000001032004,0.20259399999999061,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,595,1235,1514,1514,325,0.20342999999999734,1e-05,0.000332000000000221,0.20275900000000036,0.00015100000000245473,5.400000000577165e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,899,1514,1514,1514,1514,0.0009289999999992915,1e-05,4.500000000007276e-05,0.00010399999999322063,4.5999999997548e-05,0.0006040000000098189,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,60,60,60,60,60,0.0019570000000044274,1e-05,0.00014899999999329339,0.0007300000000043383,0.000549000000006572,0.0002649999999988495,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1514,1514,1514,1514,1514,0.0016339999999956945,1e-05,0.000489000000001738,0.00017299999998954263,0.0006380000000092423,0.0001779999999911297,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,435,1235,1235,1235,1043,0.0027910000000019863,1e-05,0.0008130000000079463,0.000704999999996403,0.0007350000000059254,0.00029299999999921056,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1514,1514,1514,1514,1514,0.0019559999999927413,1e-05,0.0001759999999961792,0.0008859999999941692,0.00032699999999863394,0.0004330000000010159,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,60,60,60,60,60,0.00272499999999809,1e-05,0.000732999999996764,0.00043399999999849115,0.0007870000000025357,0.0006079999999997199,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1514,1514,1514,1514,1514,0.0013770000000050686,1e-05,0.00047200000000202635,0.00013599999999769352,0.0005660000000062837,9.799999999415832e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,275,1235,1235,1235,1203,0.0021270000000015443,1e-05,0.0006009999999889715,0.0007030000000014525,0.0005430000000075097,0.0002009999999899037,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,60,60,60,60,60,0.002214000000009264,1e-05,0.000309000000001447,0.00043399999999849115,0.0002090000000123382,0.0009469999999964784,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1514,1514,1514,1514,1514,0.0022939999999920246,1e-05,0.00014199999999675583,0.0005560000000031096,0.0009139999999945303,0.0005359999999967613,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1514,850,1514,1514,1514,0.20284300000000144,1e-05,0.20234700000000316,0.0003049999999973352,3.999999999848569e-05,9.400000000425734e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1235,1235,718,1514,1514,0.20502100000000212,1e-05,0.0014950000000055752,0.20313199999999654,0.00012600000000873024,0.00020499999999401552,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1514,1514,1514,1514,1514,0.00047800000000108867,1e-05,0.00015799999999899228,7.399999999790907e-05,0.00014600000000086766,5.300000000829641e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,60,60,60,60,60,0.20374900000000196,1e-05,0.0026679999999998927,0.20031500000000335,0.0006209999999953197,0.00012300000000209366,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,60,60,60,60,60,0.0001319999999935817,1e-05,8.299999998939711e-05,1.699999999971169e-05,1.100000000064938e-05,1.0000000003174137e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1514,1514,1514,218,1235,0.0018560000000036325,1e-05,0.00019500000000505224,0.00012300000000209366,9.000000000014552e-05,0.0012889999999998736,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1514,1514,1514,1514,1514,0.0024169999999941183,1e-05,0.0008190000000070086,0.00022999999998774,0.0009210000000052787,0.00029000000000678483,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,60,60,60,60,60,0.0023680000000041446,1e-05,1.0000000003174137e-05,0.0009340000000008786,0.00039599999999495594,0.0008179999999953225,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,60,60,60,60,60,0.0017590000000069494,1e-05,0.0005890000000050577,0.00027799999999444935,0.0005050000000039745,0.00023000000000195087,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1514,1514,1514,1514,1514,0.0019609999999943284,1e-05,0.00015899999999646752,0.0006510000000048421,0.00013500000000021828,0.0008780000000001564,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1235,1235,1235,243,1075,0.0028089999999991733,1e-05,0.0008699999999919328,0.0007460000000065747,0.0002570000000048367,0.0008009999999956108,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,60,60,60,60,60,0.00172399999999584,1e-05,0.000512000000000512,0.0003200000000020964,0.000489000000001738,0.00027000000000043656,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1514,1514,1514,1514,1514,0.001429000000001679,1e-05,0.000678000000007728,0.00013699999999516876,0.0005009999999998627,5.800000000988348e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1235,1235,1235,403,1235,0.0012339999999966267,1e-05,0.0003859999999917818,0.0002230000000054133,0.0001089999999948077,0.0004330000000010159,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1514,1514,1514,1514,1514,0.000884999999996694,1e-05,5.699999999819738e-05,0.0004650000000054888,6.799999999884676e-05,0.00022900000000447562,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,60,60,60,60,60,0.0011859999999899173,1e-05,0.0002239999999886777,0.00011000000000649379,0.0004729999999995016,0.0002690000000029613,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1514,1514,1514,1514,1514,0.0006630000000029668,1e-05,0.0002309999999994261,6.900000001053286e-05,0.00022599999999783904,6.499999999221018e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1235,1235,1235,243,1075,0.001015000000009536,1e-05,0.0002980000000007976,0.0002920000000017353,8.300000000360797e-05,0.0002970000000033224,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,60,60,60,60,60,0.0010730000000052087,1e-05,0.0002939999999966858,8.100000000865748e-05,0.0002970000000033224,0.0002920000000017353,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1514,1514,1514,1514,1514,0.000655000000008954,1e-05,6.600000000389628e-05,0.00022599999999783904,7.300000000043383e-05,0.00021800000000382624,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1514,1514,1514,1514,1514,0.22567699999999036,1e-05,0.0002819999999985612,7.200000000295859e-05,0.22499499999999273,0.00017499999999870397,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1235,1235,1235,403,1235,0.22600299999999152,1e-05,0.00033299999999769625,0.0003109999999963975,0.0001160000000055561,0.22514199999999107,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,60,60,60,60,60,0.2258860000000027,1e-05,0.00012499999999704414,0.0002910000000042601,0.00011700000000303135,0.22519899999998927,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1514,1514,1514,1514,1514,0.0035440000000050986,1e-05,0.002313999999998373,0.00017499999999870397,0.0005749999999977717,0.0002950000000083719,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,60,60,60,60,60,0.003771000000000413,1e-05,0.0005189999999970496,0.002397999999999456,0.00010199999999827014,0.0006900000000058526,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1233,1235,1235,1235,1235,0.005278000000004113,1e-05,0.0024909999999920274,0.0009580000000113387,0.0008649999999903457,0.0007800000000059981,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,60,60,60,60,60,0.0017000000000138016,1e-05,0.0005730000000028213,0.0002460000000041873,0.000534999999999286,0.00024500000000671207,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1514,1514,1514,1514,1514,0.0027919999999994616,1e-05,0.00015799999999899228,0.0006549999999947431,0.00015700000000151704,0.001665000000002692,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,597,597,597,597,597,1.867317,1e-05,0.28921700000000783,0.6967889999999954,0.6830499999999944,0.16066000000000713,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,54,1514,1514,1514,1514,0.12755200000000855,1e-05,0.1263270000000034,0.0001620000000031041,0.0007319999999992888,0.00011100000000396903,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,60,60,60,60,60,0.31858199999999215,1e-05,0.0013709999999917954,0.3163210000000021,0.0002939999999966858,0.0005200000000087357,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,243,1193,1235,1235,1235,0.31961099999999476,1e-05,0.001290999999994824,0.31662000000000035,0.0007839999999958991,0.0008080000000063592,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1514,1514,1514,1514,1514,0.0035009999999999764,1e-05,0.00015199999999992997,0.0006210000000095306,0.002451999999991017,0.00016800000000216642,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,60,60,60,60,60,0.003843999999986636,1e-05,0.0005309999999951742,0.00018000000000029104,0.0006120000000038317,0.002355999999991809,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1514,1514,1514,1514,1514,0.3065429999999907,1e-05,0.00015899999999646752,0.0007009999999922911,0.30524300000000437,0.00020600000000570162,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,60,60,60,60,60,0.30688700000000324,1e-05,0.0006160000000079435,0.0002789999999919246,0.0005400000000008731,0.305380999999997,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1313,1235,1235,1273,1235,0.3099119999999971,1e-05,0.002714999999994916,0.0009000000000014552,0.0005060000000014497,0.3055970000000059,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1514,1514,1514,1514,1514,0.0040869999999983975,1e-05,0.002861999999993259,0.0001529999999974052,0.000816000000000372,0.00015500000000656655,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,60,60,60,60,60,0.004417000000003668,1e-05,0.0005230000000011614,0.003000999999997589,0.00024400000000923683,0.000461000000001377,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,719,1235,1235,1235,1235,0.0060739999999981364,1e-05,0.003242000000000189,0.0008339999999975589,0.0008480000000048449,0.0010029999999972006,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,60,60,60,60,60,0.0020580000000052223,1e-05,0.0006290000000035434,0.00020700000000317686,0.0006240000000019563,0.0003739999999936572,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1514,1514,1514,1514,1514,0.003517999999999688,1e-05,0.0001560000000040418,0.000690999999989117,0.00017400000000122873,0.0022300000000115006,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1514,54,54,1514,1514,0.36706900000000076,1e-05,0.23996499999999799,0.125228000000007,0.0014529999999979282,0.0002099999999956026,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,60,60,60,60,60,0.3693489999999997,1e-05,0.0017650000000060118,0.0002329999999943766,0.3667120000000068,0.00034999999999740794,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,243,247,1235,1235,1235,0.37091599999999403,1e-05,0.002005999999994401,0.36687700000000234,0.001024000000001024,0.0008880000000033306,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1514,1514,1514,1514,1514,0.0018780000000049313,1e-05,0.00018100000001197714,0.0006810000000001537,0.000206999999988966,0.0006210000000095306,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,60,60,60,60,60,0.003540999999998462,1e-05,0.00034800000000245745,0.0005379999999917118,0.00027000000000043656,0.0005440000000049849,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1514,1514,1514,1514,1514,0.001949999999993679,1e-05,0.00017300000000375348,0.0007319999999992888,0.0002099999999956026,0.0006549999999947431,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,60,60,60,60,60,0.0019300000000015416,1e-05,0.00033600000000433283,0.0006050000000072941,0.00028599999998846215,0.0005570000000005848,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,597,597,597,597,597,0.8497460000000103,1e-05,0.31235000000000923,0.2132519999999971,0.161878999999999,0.1613919999999922,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,799,1235,1235,327,1235,0.158496999999997,1e-05,0.0024700000000024147,0.0008919999999932315,0.000821000000001959,0.1542040000000071,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1514,1514,1514,1514,1514,0.1572880000000083,1e-05,0.15392600000001266,0.00022799999999278953,0.0006460000000032551,0.0023410000000012587,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,60,60,60,60,60,0.1571830000000034,1e-05,0.1539769999999976,0.00021399999999971442,0.0005170000000020991,0.002392999999997869,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1514,1514,1514,1514,1514,0.0015099999999961256,1e-05,0.0006429999999966185,0.00012100000000714317,0.000538999999989187,0.00011800000000050659,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,60,60,60,60,60,0.001429000000001679,1e-05,0.0004089999999905558,0.000148000000010029,0.000446999999994091,0.00022699999999531428,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,205,1235,1235,1235,1235,0.004666000000000281,1e-05,0.002586000000007971,0.0006899999999916417,0.0006580000000013797,0.0006350000000026057,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,60,60,60,60,60,0.15493199999998808,1e-05,0.0002239999999886777,0.00021600000000887576,0.000968000000000302,0.00018899999999177908,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1514,1514,1514,1514,54,0.31641399999999464,1e-05,0.00011599999999134525,0.00130500000000211,0.0001089999999948077,0.18971900000001085,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1514,1514,1514,1514,1514,0.0008000000000123464,1e-05,9.900000000584441e-05,0.0002920000000017353,6.600000000389628e-05,0.0002769999999969741,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,60,60,60,60,60,0.0007090000000005148,1e-05,6.299999999725969e-05,0.0002420000000000755,0.00011100000000396903,0.00023199999999690135,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,243,761,1235,1235,1235,0.3174730000000068,1e-05,0.001162000000007879,0.3155709999999914,0.0003489999999999327,0.00034200000000339514,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1514,1514,1514,1514,1514,0.0022989999999936117,1e-05,0.00025199999998903877,0.0010570000000029722,0.00017499999999870397,0.0006450000000057798,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,60,60,60,60,60,0.0023209999999949105,1e-05,0.00020700000000317686,0.0012379999999865277,0.00026400000000137425,0.0005510000000015225,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1514,1514,1514,1514,1514,0.1584399999999988,1e-05,0.0005479999999948859,0.00016899999999964166,0.1574420000000032,0.00017200000000627824,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,285,1235,1235,841,1235,0.1606919999999974,1e-05,0.001434000000003266,0.000727999999995177,0.000816000000000372,0.15760500000000377,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,60,60,60,60,60,0.15863799999999628,1e-05,0.0005510000000015225,0.0002669999999938,0.1573230000000052,0.0002709999999979118,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,60,60,60,60,60,0.003994000000005826,1e-05,0.0025289999999955626,0.000286000000002673,0.0007280000000093878,0.00019100000000094042,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1514,1514,1514,1514,1514,0.002742999999995277,1e-05,0.00018299999999271677,0.000844000000000733,0.00017000000001132776,0.0006479999999982056,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1151,1235,1235,1235,1235,0.006073000000000661,1e-05,0.0027960000000035734,0.001010000000007949,0.0015079999999869642,0.0006220000000070058,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,60,60,60,60,60,0.002170999999989931,1e-05,0.00015899999999646752,0.0006439999999940937,1.1999999998124622e-05,0.0002600000000114733,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1514,1514,1514,1514,1514,0.002628000000001407,1e-05,0.0006040000000098189,0.00013299999999105694,0.0016329999999982192,0.00015000000000497948,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,597,597,597,597,597,0.6467680000000087,1e-05,0.1612740000000059,0.16114899999999466,0.16258500000000708,0.16047500000000525,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,60,60,60,60,60,0.3159820000000053,1e-05,0.0002479999999991378,0.00037400000000786804,0.31487099999999657,0.0002230000000054133,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,54,1514,1514,1514,1514,0.12388800000000799,1e-05,0.12266600000000949,0.00016699999999048032,0.0007110000000096761,0.00015399999999488045,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,243,1075,283,1235,1235,0.31802499999999156,1e-05,0.0015939999999972088,0.0003679999999945949,0.31510000000000105,0.0008469999999931588,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,60,60,60,60,60,0.003517999999999688,1e-05,0.00024299999999755073,0.000526000000007798,0.0002959999999916363,0.0003060000000090213,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1514,1514,1514,1514,1514,0.0042619999999971014,1e-05,0.00015700000000151704,0.002853999999999246,0.00032500000000368345,0.0007639999999895508,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,60,60,60,60,60,0.0017659999999892761,1e-05,0.00024399999999502597,0.000641000000001668,0.00016499999999552983,0.0005540000000081591,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1235,1231,1235,1235,1235,0.005072999999995886,1e-05,0.0003070000000064965,0.0028799999999904458,0.000881000000006793,0.0008189999999927977,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1514,1514,1514,1514,1514,0.15595799999999826,1e-05,0.0006340000000051305,0.00016599999999300508,0.15474600000000294,0.00018000000000029104,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,60,60,60,60,60,0.15724200000001076,1e-05,0.00021600000000887576,0.15448599999999146,0.0001880000000085147,0.0003059999999948104,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,203,1235,637,1235,1235,0.15844300000000544,1e-05,0.15468400000000315,0.0002890000000093096,0.002506999999994264,0.0008519999999947458,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1514,1514,1514,1514,1514,0.001737999999988915,1e-05,0.00017099999999459214,0.0005790000000018836,0.00018799999999430383,0.0006270000000085929,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,60,60,60,60,60,0.001626999999999157,1e-05,1.2999999995599865e-05,0.000641000000001668,0.00017499999999870397,0.0006960000000049149,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1514,1514,1514,1514,1514,0.002841000000003646,1e-05,0.0006220000000070058,0.00017400000000122873,0.0018269999999915854,9.599999999920783e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,60,60,60,60,60,0.002507999999991739,1e-05,0.0006230000000044811,0.00025699999999062584,0.0002910000000042601,0.0013069999999970605,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,1235,1235,243,1075,797,0.0029580000000066775,1e-05,0.0008920000000074424,0.0002980000000007976,0.001524999999986676,0.00017400000000122873,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,5,54,1514,1514,1514,1514,0.05950800000000811,1e-05,0.05833499999999958,0.00021399999999971442,0.0006300000000010186,0.0001770000000078653,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,5,60,60,60,60,60,0.15586199999999906,1e-05,0.000125000000011255,0.15474399999999378,0.00026599999999632473,0.0006060000000047694,MAIL_gate_Email_IMAP_filetransfer.pcap
