@Relation test
@Attribute feature_0 numeric
@Attribute feature_1 numeric
@Attribute feature_2 numeric
@Attribute feature_3 numeric
@Attribute feature_4 numeric
@Attribute feature_5 numeric
@Attribute feature_6 numeric
@Attribute feature_7 numeric
@Attribute feature_8 numeric
@Attribute feature_9 numeric
@Attribute feature_10 numeric
@Attribute feature_11 numeric
@Attribute feature_12 numeric
@Attribute feature_13 numeric
@Attribute feature_14 numeric
@Attribute feature_15 numeric
@Attribute feature_16 numeric
@Attribute feature_17 numeric
@Attribute feature_18 numeric
@Attribute feature_19 numeric
@Attribute feature_20 numeric
@Attribute feature_21 numeric
@Attribute feature_22 numeric
@Attribute feature_23 numeric
@Attribute feature_24 numeric
@Attribute feature_25 numeric
@Attribute feature_26 numeric
@Attribute feature_27 numeric
@Attribute feature_28 numeric
@Attribute feature_29 numeric
@Attribute feature_30 numeric
@Attribute feature_31 numeric
@Attribute class {MAIL_gate_Email_IMAP_filetransfer.pcap,MAIL_gate_POP_filetransfer.pcap,MAIL_Gateway_Thunderbird_Imap.pcap}
@data
167772687,3325347879,59960,443,13,54,54,54,54,54,54,54,54,54,54,54,54,54,0.04648300000000205,1e-05,0.00025699999999773127,0.019739000000001283,5.600000000072214e-05,0.0012279999999975644,0.00016100000000562886,0.00017899999999571037,0.0028730000000010136,5.800000000277805e-05,0.006167999999995288,0.015554999999999097,0.00010500000000490672,6.8999999996322e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,13,60,1474,1474,1474,1064,1474,1474,982,60,1310,1474,1228,1392,0.02049999999999841,1e-05,0.007875999999995997,0.00010400000000032605,7.200000000295859e-05,1.1999999998124622e-05,5.3999999998666226e-05,0.00015400000000198588,1.100000000064938e-05,0.0024219999999957054,0.00965600000000677,6.399999999473494e-05,5.600000000072214e-05,1.0000000003174137e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,13,597,597,597,597,597,597,597,597,597,597,597,597,597,0.26220700000000363,1e-05,0.032707999999999515,0.0007420000000024629,0.02455799999999897,0.04506200000000149,0.005502999999997371,0.013418000000001484,0.02301599999999837,0.01103700000000174,0.029507999999999868,0.017367999999997608,0.010780000000004009,0.048284000000002436,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,13,1474,1474,1474,1474,1474,1392,1392,1392,226,1474,1474,1474,1228,0.11130999999999602,1e-05,5.099999999913507e-05,9.999999996068709e-06,0.012159000000004028,0.00010799999999733245,0.0060280000000005884,0.004778000000001725,0.005603999999998166,0.02146900000000329,0.05531299999999817,0.0030730000000005475,0.002618999999995708,8.900000000267028e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,13,54,54,54,54,54,54,54,54,54,54,54,54,54,0.11407700000000176,1e-05,5.099999999913507e-05,0.00011500000000097543,0.012083000000004063,6.999999999379725e-05,5.5000000003246896e-05,0.006123000000002321,0.004635000000000389,0.027088999999996588,0.05534899999999965,0.0030420000000006553,0.0026110000000016953,6.8999999996322e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,13,1474,1310,60,1310,1474,1228,1474,1474,1474,1310,1474,1228,60,0.10614100000000093,1e-05,4.0999999995960934e-05,0.03244200000000319,0.054581999999996356,0.0030470000000022424,5.999999999772854e-05,0.0026119999999991705,0.0028320000000050527,0.00013699999999516876,1.800000000429236e-05,0.007671999999999457,5.699999999819738e-05,0.001401999999998793,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,13,1392,1474,1228,1474,1474,1474,1474,1392,1474,1474,1392,1474,1228,0.024201999999995394,1e-05,8.700000000061436e-05,1.9000000001767603e-05,0.007722999999998592,0.0027210000000010837,0.005342999999996323,0.00011599999999845068,0.0018689999999992324,0.002501000000002307,0.0016469999999983997,8.700000000061436e-05,0.001997000000002913,8.400000000108321e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,13,54,54,54,54,54,54,54,54,54,54,54,54,54,0.0288540000000026,1e-05,8.000000000407681e-05,7.399999999790907e-05,0.007671000000001982,0.0027089999999958536,0.0053460000000029595,6.100000000230921e-05,4.6999999995023245e-05,0.0043780000000026575,0.0016409999999993374,4.500000000007276e-05,0.0020510000000015793,6.099999999520378e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,13,1474,1228,1474,1474,1474,982,60,1310,1474,1228,1474,1310,60,0.020701000000002523,1e-05,3.0999999999892225e-05,0.005364000000000146,1.100000000064938e-05,4.6999999995023245e-05,3.8000000003535206e-05,0.0008199999999973784,0.003570000000003404,0.0016309999999961633,8.000000001118224e-06,0.0020990000000011833,0.004725000000000534,0.0010509999999968045,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,13,1474,1228,1474,1228,1392,1392,1392,1392,1474,1474,1474,60,1474,0.03086799999999812,1e-05,3.999999999848569e-05,0.002942000000004441,5.999999999062311e-06,0.002397000000001981,3.799999999642978e-05,0.004549000000004355,0.00020499999999401552,0.009837000000004537,1.1999999998124622e-05,5.600000000072214e-05,0.0022519999999985885,0.008520000000004302,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,13,1474,1392,1474,1474,1392,950,1392,1474,1146,1310,1392,1474,1474,0.03338200000000313,1e-05,7.099999999837792e-05,0.002303000000004829,0.002955000000000041,0.00217999999999563,0.0026679999999998927,0.010913999999999646,0.0012430000000023256,0.00012699999999910005,5.3999999998666226e-05,0.010153999999999996,0.0006449999999986744,6.400000000184036e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,13,54,54,54,54,54,54,54,54,54,54,54,54,54,0.03337499999999949,1e-05,0.002372000000001151,0.0029460000000014475,3.799999999642978e-05,0.0024060000000005743,0.0024039999999985184,0.002428000000001873,0.009737999999998692,6.700000000137152e-05,5.600000000072214e-05,0.010776999999997372,6.500000000642103e-05,5.9000000000253294e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,13,1474,1474,1474,1310,60,1474,1310,1474,1310,1474,1474,1474,1474,0.037626000000003046,1e-05,5.699999999819738e-05,4.700000000212867e-05,4.5999999997548e-05,0.0008900000000053865,0.009716999999994869,7.200000000295859e-05,0.003191000000001054,1.4999999997655777e-05,0.013753999999998712,5.700000000530281e-05,0.009709999999998331,5.999999999772854e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,13,982,1392,1392,1474,1146,1392,1474,1474,1392,1474,1228,307,1474,0.06370499999999879,1e-05,0.010412999999999784,0.003213999999999828,0.014037999999999329,9.299999999967667e-05,4.600000000465343e-05,0.009574999999998113,9.099999999762076e-05,0.00010000000000331966,0.0018669999999971765,7.000000000090267e-05,0.0025990000000035707,0.021574000000001092,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,13,54,54,54,54,54,54,54,54,54,54,54,54,54,0.06375400000000297,1e-05,0.01067199999999957,0.0029730000000043333,0.0002899999999996794,0.013756000000000768,6.399999999473494e-05,0.009641999999999484,7.100000000548334e-05,5.600000000072214e-05,0.0019309999999990168,0.0026679999999998927,0.005212999999997692,0.016370000000001994,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,13,1064,60,1474,1474,1310,1474,1228,1474,1228,60,1474,1474,1064,0.04139299999999935,1e-05,0.0010709999999960473,0.0008580000000009136,0.007853000000004329,2.4999999993724487e-05,0.01637099999999947,6.0000000004833964e-05,0.007387000000001365,1.1999999998124622e-05,0.0010499999999993292,0.0050420000000030996,6.799999999884676e-05,4.99999999945544e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,13,1474,1474,1474,1474,1474,1474,1392,1474,1146,1474,1228,857,1474,0.052693999999995356,1e-05,0.00615799999999922,8.19999999990273e-05,0.01078499999999849,7.000000000090267e-05,0.005048999999999637,0.004424999999997681,0.004569000000003598,0.00013200000000068712,0.00861799999999846,8.79999999980896e-05,0.001730999999999483,0.010967999999998312,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,13,54,54,54,54,54,54,54,54,54,54,54,54,54,0.052703000000001055,1e-05,6.799999999884676e-05,0.006095999999999435,6.400000000184036e-05,0.010796999999996615,5.400000000577165e-05,0.005063999999997293,0.008991999999999223,6.599999999679085e-05,0.008683000000004881,6.799999999884676e-05,0.012337000000002263,0.00037299999999618194,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,13,60,1310,1310,1310,1474,1474,1474,1474,1310,1474,1228,60,1474,0.055274000000004264,1e-05,0.009078999999999837,5.800000000277805e-05,0.005060999999997762,0.00904700000000247,1.1999999998124622e-05,0.008738999999998498,0.012329000000001145,7.599999999996498e-05,0.00036700000000422506,1.100000000064938e-05,0.0006439999999940937,0.009839000000006592,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,13,1474,1228,1474,1228,1392,1474,262,1392,1474,1228,366,1310,1474,0.139130999999999,1e-05,8.19999999990273e-05,0.003773999999999944,0.00010799999999733245,5.600000000072214e-05,0.01599000000000217,0.03354900000000072,0.05091199999999674,0.014566999999999553,8.499999999855845e-05,1.3000000002705292e-05,0.010753000000001123,0.009216999999999587,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,13,54,54,54,54,54,54,54,54,54,54,54,54,54,0.14964100000000258,1e-05,0.010487000000004798,0.003842999999996266,9.900000000584441e-05,0.016070999999996616,0.00010400000000032605,0.06973399999999685,0.014539000000006297,0.0010099999999937381,0.013639000000004842,7.000000000090267e-05,0.010674999999999102,0.009322999999994863,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,13,1474,1310,1392,1474,1310,60,1474,1392,1474,60,1474,1228,1310,0.14914999999999878,1e-05,0.01617199999999741,1.9999999999242846e-05,0.08423700000000167,3.6999999998954536e-05,0.0014949999999984698,0.013156000000002166,0.010719999999999175,2.5000000000829914e-05,0.0008929999999978122,0.008430000000004156,5.999999999772854e-05,0.008040999999998633,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,13,1474,1310,1474,1228,1474,1228,1474,1228,60,1474,1474,1474,1064,0.044235999999997944,1e-05,5.9000000000253294e-05,0.023424999999996032,1.200000000523005e-05,0.0056409999999971205,5.800000000277805e-05,0.010013999999998191,6.400000000184036e-05,0.0007079999999959341,0.00410500000000269,7.499999999538431e-05,5.600000000072214e-05,1.100000000064938e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,13,54,54,54,54,54,54,54,54,54,54,54,54,54,0.059760000000004254,1e-05,0.005943999999999505,0.0004950000000008004,0.02342000000000155,6.599999999679085e-05,0.005645000000001232,0.005141999999999314,0.004936000000000718,0.004885999999999058,6.800000000595219e-05,5.499999999614147e-05,0.004314999999998292,0.004741000000002771,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,13,597,597,597,597,597,597,597,597,597,597,597,597,597,0.404246999999998,1e-05,0.007598000000001548,0.013134999999998342,0.02368799999999993,0.009523000000001502,0.0376189999999994,0.03374099999999913,0.006816000000000599,0.04553999999999547,0.11547099999999944,0.02492600000000067,0.06285300000000404,0.023133000000001402,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,13,1474,1392,1392,1474,1474,1392,1474,836,1474,1474,1474,1474,1392,0.07244199999999523,1e-05,0.0059449999999969805,0.0002459999999970819,0.02367100000000022,0.0057010000000019545,0.005150999999997907,0.004936000000000718,0.0015339999999994802,0.0034400000000047726,0.004339999999999122,0.004750000000001364,0.008510999999998603,0.0038039999999952556,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,13,1310,1392,1474,1228,1474,1228,60,1392,1310,1310,60,1392,1474,0.02755200000000002,1e-05,0.00017299999999664806,0.004628000000003851,1.1999999998124622e-05,0.008446999999996763,5.800000000277805e-05,0.0013119999999986476,0.002822999999999354,0.003385999999999001,0.00021300000000223918,0.0008869999999987499,0.0055370000000039,6.49999999993156e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,13,54,54,54,54,54,54,54,54,54,54,54,54,54,0.043571000000000026,1e-05,0.00845199999999835,0.004201000000001898,0.0033770000000004075,0.0002099999999956026,0.0064360000000007744,6.300000000436512e-05,0.004140999999997064,0.007362000000000535,4.5999999997548e-05,0.0032709999999980255,0.0032380000000031828,6.799999999884676e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,13,1474,1474,1392,1310,1474,1228,1474,1228,1392,1474,1392,1474,1474,0.03366900000000328,1e-05,0.00022200000000083264,0.006270000000000664,0.0002440000000021314,0.0041099999999971715,8.499999999855845e-05,0.007297000000001219,5.9000000000253294e-05,0.0031040000000004397,0.0033829999999994698,0.0028020000000026357,0.0006149999999962574,0.005453000000002817,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,13,1474,1474,1474,1310,1474,1228,1392,1310,1392,60,1310,1310,1392,0.03329100000000551,1e-05,0.0074070000000006075,0.0032679999999984943,4.700000000212867e-05,0.0032550000000028945,1.1999999998124622e-05,0.002896999999997263,0.0004520000000027835,5.099999999913507e-05,0.0010159999999999059,0.004392000000002838,0.005805999999999756,0.004658999999996638,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,13,54,54,54,54,54,54,54,54,54,54,54,54,54,0.04686299999999477,1e-05,0.00043999999999755346,0.0054609999999968295,0.0058050000000022806,0.004676000000003455,0.0009579999999971278,0.000461000000001377,0.006290999999997382,0.007626999999999384,7.000000000090267e-05,0.008153999999997552,0.00024100000000260025,6.100000000230921e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,13,1392,1310,60,1474,1474,1228,60,1474,1228,1474,1228,1474,1310,0.03079100000000068,1e-05,0.0013599999999982515,0.0028629999999978395,0.003426000000004592,0.0076880000000016935,1.1999999998124622e-05,0.0007820000000009486,0.007367999999999597,6.099999999520378e-05,0.00023300000000148202,1.100000000064938e-05,0.006903000000001214,7.300000000043383e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,13,1474,1221,1392,1474,1392,1474,1228,1474,1474,1474,1392,1392,1474,0.04844800000000049,1e-05,0.0006520000000023174,0.004989999999999384,0.0004599999999967963,0.0021729999999990923,0.004111999999999227,8.100000000155205e-05,0.007553000000001475,0.008214999999999861,0.00026199999999931833,0.006695999999998037,0.00035900000000310683,0.012869999999999493,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,13,1474,1474,1474,1392,60,1310,1474,1228,1392,1474,1146,1392,60,0.0270009999999985,1e-05,0.00013099999999610645,5.099999999913507e-05,0.00012300000000209366,0.0027260000000026707,0.0035279999999957568,6.600000000389628e-05,5.499999999614147e-05,1.0000000003174137e-05,0.008991000000001748,0.0001339999999956376,0.0002080000000006521,0.0071840000000023,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,13,54,54,54,54,54,54,54,54,54,54,54,54,54,0.040045000000006326,1e-05,7.200000000295859e-05,0.01289899999999733,0.00012800000000368073,5.9000000000253294e-05,6.8999999996322e-05,0.006302000000005137,7.399999999790907e-05,5.3999999998666226e-05,0.00900800000000146,7.099999999837792e-05,0.000263000000003899,0.010996999999996149,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,13,1228,1228,1474,1310,1474,1474,1392,1474,1474,842,1474,1474,1392,0.03414400000000484,1e-05,7.599999999996498e-05,5.400000000577165e-05,1.0999999993543952e-05,0.006276000000006832,0.00010199999999827014,0.008724999999998317,0.0003949999999974807,1.3000000002705292e-05,0.005884000000001777,0.005434000000001049,1.0999999993543952e-05,0.00713400000000064,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,13,1474,1474,1064,1474,1474,1310,1474,1474,60,1474,1228,1474,1228,0.017110999999999876,1e-05,2.5000000000829914e-05,0.00011800000000050659,0.007478999999996461,6.300000000436512e-05,9.999999996068709e-06,0.00010900000000191312,5.699999999819738e-05,0.0011560000000017112,0.007976999999996792,4.800000000670934e-05,5.2999999994085556e-05,9.000000005698894e-06,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,13,54,54,54,54,54,54,54,54,54,54,54,54,54,0.02890899999999874,1e-05,0.007153999999999883,0.00038800000000094315,5.599999999361671e-05,0.00011100000000396903,6.700000000137152e-05,0.009121999999997854,5.300000000119098e-05,5.3999999998666226e-05,0.011690000000001532,8.700000000061436e-05,5.600000000072214e-05,4.399999999549209e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,13,1310,1474,1146,1392,1474,1474,1474,1474,1310,1474,1474,1474,1474,0.029100999999997157,1e-05,0.0001529999999974052,8.300000000360797e-05,0.00030799999999686634,0.008791999999999689,7.599999999996498e-05,0.011721000000001425,0.00010699999999985721,9.500000000173259e-05,8.000000001118224e-06,0.0076509999999956335,8.600000000313912e-05,1.1999999998124622e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,13,1474,1228,1310,1474,1474,1228,60,1474,1064,1310,1392,1474,1310,0.01639899999999983,1e-05,7.599999999996498e-05,6.0000000004833964e-05,9.999999996068709e-06,7.80000000020209e-05,8.999999998593466e-06,0.001708000000000709,0.005924999999997738,0.00011800000000050659,0.0020999999999986585,5.000000000165983e-05,0.006242000000000303,1.4000000000180535e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,13,54,54,54,54,54,54,54,54,54,54,54,54,54,0.03126100000000065,1e-05,0.0076400000000020896,6.8999999996322e-05,0.0018030000000024415,0.0003430000000008704,0.00613299999999839,0.00017199999999917281,0.006390000000003226,6.799999999884676e-05,5.5000000003246896e-05,0.008360999999993624,0.00011300000000602495,8.099999999444663e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,13,60,1474,1474,1064,1392,60,1392,1474,1474,1310,1310,1474,1146,0.029522000000000048,1e-05,0.005639999999999645,6.100000000230921e-05,5.699999999819738e-05,1.0000000003174137e-05,0.0014329999999986853,0.006914000000001863,0.00011599999999845068,9.299999999967667e-05,3.999999999848569e-05,0.014797999999998979,0.0003050000000044406,4.500000000007276e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,13,1392,1474,1392,1474,1474,1125,1474,1228,1474,1474,1474,1392,1474,0.07237500000000097,1e-05,0.00034000000000133923,0.0061320000000009145,0.006547999999995113,9.800000000126374e-05,0.007567000000001656,0.0009620000000012396,7.199999999585316e-05,0.014773000000005254,0.0003109999999963975,5.9000000000253294e-05,6.49999999993156e-05,0.03541100000000341,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,13,1310,1474,1228,1474,1228,1474,1310,60,1474,1474,60,1474,1310,0.016962999999996953,1e-05,6.700000000137152e-05,6.199999999978445e-05,0.0003639999999975885,1.100000000064938e-05,5.499999999614147e-05,4.3000000005122274e-05,0.0014970000000005257,0.007255000000000678,6.099999999520378e-05,0.004870000000003927,0.002640999999997007,2.5000000000829914e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,13,54,54,54,54,54,54,54,54,54,54,54,54,54,0.061549999999996885,1e-05,0.0002999999999957481,6.0000000004833964e-05,5.3999999998666226e-05,0.035454999999998904,7.300000000043383e-05,0.0003659999999996444,5.800000000277805e-05,5.499999999614147e-05,0.008799000000003332,6.8999999996322e-05,0.007528000000000645,0.00867900000000077,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,13,1474,1474,1392,1474,1146,663,1392,1474,1474,1064,1474,1474,1474,0.026043999999998846,1e-05,0.0003570000000010509,0.00011299999999891952,0.008780000000001564,9.699999999668307e-05,0.004393000000000313,0.011524999999998897,0.0002729999999999677,7.899999999949614e-05,0.0001200000000025625,0.00010199999999827014,0.00011899999999798183,8.000000000407681e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,13,597,597,597,597,597,597,597,597,597,597,597,597,597,0.25308199999999914,1e-05,0.02814300000000003,0.019168999999997993,0.011910999999997784,0.03055400000000219,0.020195000000001073,0.01282499999999942,0.021738999999996622,0.015188999999999453,0.007180000000005293,0.05908600000000064,0.012963999999996645,0.014018999999997561,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,13,1474,1474,1474,1310,1474,1146,1474,1228,60,1474,1474,1228,1474,0.02754600000000096,1e-05,9.500000000173259e-05,6.099999999520378e-05,1.100000000064938e-05,5.300000000119098e-05,0.0001200000000025625,5.600000000072214e-05,1.7999999997186933e-05,0.002169000000002086,0.01627399999999568,0.008597000000001742,1.4000000000180535e-05,6.900000000342743e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,13,54,54,54,54,54,54,54,54,54,54,54,54,54,0.028137000000000967,1e-05,0.00010699999999985721,5.999999999772854e-05,5.300000000119098e-05,0.0001200000000025625,0.0006500000000002615,0.01787699999999859,0.008462999999998999,0.00013799999999974943,6.900000000342743e-05,0.00022099999999625197,5.9000000000253294e-05,0.0002820000000056666,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,13,1228,1474,1228,1474,1228,1474,1228,60,1474,1228,60,60,1474,0.6403710000000018,1e-05,0.00021300000000223918,1.0999999993543952e-05,0.00028100000000108594,4.700000000212867e-05,5.5000000003246896e-05,9.999999996068709e-06,0.0014389999999977476,0.021183000000000618,5.9000000000253294e-05,0.005461000000003935,0.01908199999999738,0.5924759999999978,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,13,1392,1392,1310,1474,1474,1474,1474,1474,1392,1474,1258,719,597,1.142940000000003,1e-05,0.01829000000000036,0.0002119999999976585,0.008388000000003615,0.00021600000000177033,0.00022399999999578313,0.00033499999999975216,7.200000000295859e-05,5.999999999772854e-05,0.022590999999998473,0.004998000000000502,0.6121590000000054,0.4363519999999994,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,13,54,54,54,54,54,54,54,54,54,54,54,54,54,16.391070999999997,1e-05,0.0002980000000007976,0.022382000000000346,0.004972999999999672,0.6121649999999974,0.4753770000000017,6.563075999999995,7.269428000000005,0.07610400000000084,0.0646330000000006,0.09815999999999292,0.8606699999999989,0.08865000000000123,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,13,597,597,597,597,1111,597,1111,597,597,1111,597,597,597,16.395129000000004,1e-05,0.026871999999997342,0.019013000000001057,0.6340810000000019,14.056016999999997,0.0002780000000086602,0.0002819999999985612,0.45001599999999087,0.30982200000001114,0.30021099999999024,0.00047399999999697684,0.5949640000000045,0.0029669999999981655,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,13,597,597,597,597,597,597,597,597,597,597,597,597,597,10.030773999999994,1e-05,7.269441999999998,0.0760970000000043,0.06464299999998957,0.09816700000000367,0.3078140000000076,0.29084499999999025,0.22203900000000942,0.1285999999999916,0.2552120000000002,0.730598999999998,0.2950230000000005,0.28921700000000783,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,13,60,60,60,60,60,60,60,60,60,60,60,60,60,17.721299000000002,1e-05,14.056047000000007,0.00021999999999877673,0.000312999999991348,0.45006100000000515,0.3098499999999973,0.3002390000000048,0.0004330000000010159,0.5949719999999985,0.002853000000001771,0.7345789999999965,0.2883070000000032,0.28985600000000034,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,13,54,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,2.031499999999994,1e-05,2.0252219999999994,0.00010999999999228294,0.001102000000003045,0.0005969999999990705,0.0024460000000061655,0.0006799999999884676,0.0003659999999996444,7.80000000020209e-05,0.0003060000000090213,7.69999999903348e-05,0.00038200000000188084,7.80000000020209e-05,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,13,60,60,60,60,60,60,60,60,60,60,60,60,60,0.006068999999996549,1e-05,0.00042499999999279225,0.0001759999999961792,0.0012499999999988631,0.00010000000000331966,0.00014400000000591717,0.0026249999999947704,0.0001770000000078653,0.0002639999999871634,0.00012300000000209366,0.0003030000000023847,0.0001390000000043301,0.0002769999999969741,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,13,597,597,597,1235,637,1235,637,1235,1235,1235,1235,243,1075,1.2937569999999994,1e-05,0.28842799999999613,0.289913999999996,0.7079379999999986,0.00023300000000858745,0.0013629999999977827,0.00014199999999675583,0.002803999999997586,0.00038800000000094315,0.0004420000000067148,0.00039999999999906777,0.0001409999999992806,0.0015059999999920137,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,13,60,60,60,60,60,60,60,60,60,60,60,60,60,0.00434699999999566,1e-05,0.00014299999999423108,0.0014090000000095415,9.599999999920783e-05,0.00024700000000166256,0.0001409999999992806,0.0002409999999883894,0.00012700000000620548,0.00015100000000245473,0.0011009999999913589,9.000000000014552e-05,0.0002600000000114733,0.00021699999999214015,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,13,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,0.0033090000000015607,1e-05,7.80000000020209e-05,0.0002669999999938,7.600000000707041e-05,0.000309000000001447,7.300000000043383e-05,0.0012739999999951124,8.200000000613272e-05,0.00029499999999416104,7.599999999285956e-05,0.0003980000000041173,9.30000000067821e-05,0.00021399999999971442,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,13,1235,1235,1391,1235,1235,1235,1235,243,1075,1235,1235,1235,403,0.005937000000002968,1e-05,0.0003760000000028185,0.00015199999999992997,0.0011860000000041282,0.00047999999999603915,0.0003459999999932961,0.0002890000000093096,0.00018799999999430383,0.0015130000000027621,0.0003430000000008704,0.0003370000000018081,0.0005369999999942365,0.0001330000000052678,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,13,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,0.004785999999995738,1e-05,0.0012720000000001619,0.0002980000000007976,0.0003859999999917818,8.300000000360797e-05,0.00026400000000137425,7.200000000295859e-05,0.00026599999999632473,7.200000000295859e-05,0.0015700000000009595,6.499999999221018e-05,0.00022900000000447562,0.00013400000000274304,MAIL_gate_Email_IMAP_filetransfer.pcap
3325347879,167772687,443,59960,13,60,60,60,60,60,60,60,60,60,60,60,60,60,0.005733000000006427,1e-05,0.0003659999999996444,0.00011299999999891952,0.001522000000008461,0.0003509999999948832,0.0003370000000018081,0.0002570000000048367,0.00026099999999473766,0.00013500000000021828,0.0012849999999957618,0.0003760000000028185,0.00032500000000368345,0.0003260000000011587,MAIL_gate_Email_IMAP_filetransfer.pcap
167772687,3325347879,59960,443,13,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,0.003940000000000055,1e-05,8.099999999444663e-05,0.00024299999999755073,8.300000000360797e-05,0.0012400000000098998,7.299999998622297e-05,0.00027000000000043656,7.500000000959517e-05,0.00021199999999055308,7.400000001211993e-05,0.00021299999998802832,7.400000001211993e-05,0.0012299999999925149,MAIL_gate_Email_IMAP_filetransfer.pcap
