@Relation test
@Attribute feature_0 numeric
@Attribute feature_1 numeric
@Attribute feature_2 numeric
@Attribute feature_3 numeric
@Attribute feature_4 numeric
@Attribute feature_5 numeric
@Attribute feature_6 numeric
@Attribute feature_7 numeric
@Attribute feature_8 numeric
@Attribute feature_9 numeric
@Attribute feature_10 numeric
@Attribute feature_11 numeric
@Attribute feature_12 numeric
@Attribute feature_13 numeric
@Attribute feature_14 numeric
@Attribute feature_15 numeric
@Attribute feature_16 numeric
@Attribute feature_17 numeric
@Attribute feature_18 numeric
@Attribute feature_19 numeric
@Attribute feature_20 numeric
@Attribute feature_21 numeric
@Attribute feature_22 numeric
@Attribute feature_23 numeric
@Attribute feature_24 numeric
@Attribute feature_25 numeric
@Attribute feature_26 numeric
@Attribute feature_27 numeric
@Attribute feature_28 numeric
@Attribute feature_29 numeric
@Attribute feature_30 numeric
@Attribute feature_31 numeric
@Attribute feature_32 numeric
@Attribute feature_33 numeric
@Attribute feature_34 numeric
@Attribute feature_35 numeric
@Attribute feature_36 numeric
@Attribute feature_37 numeric
@Attribute feature_38 numeric
@Attribute feature_39 numeric
@Attribute feature_40 numeric
@Attribute feature_41 numeric
@Attribute feature_42 numeric
@Attribute feature_43 numeric
@Attribute feature_44 numeric
@Attribute feature_45 numeric
@Attribute feature_46 numeric
@Attribute feature_47 numeric
@Attribute feature_48 numeric
@Attribute feature_49 numeric
@Attribute feature_50 numeric
@Attribute feature_51 numeric
@Attribute feature_52 numeric
@Attribute feature_53 numeric
@Attribute feature_54 numeric
@Attribute feature_55 numeric
@Attribute feature_56 numeric
@Attribute feature_57 numeric
@Attribute feature_58 numeric
@Attribute feature_59 numeric
@Attribute feature_60 numeric
@Attribute feature_61 numeric
@Attribute feature_62 numeric
@Attribute feature_63 numeric
@Attribute class {FILE-TRANSFER_gate_SFTP_filetransfer.pcap,CHAT_facebookchatgateway.pcap,MAIL_gate_Email_IMAP_filetransfer.pcap,VIDEO_Youtube_Flash_Gateway.pcap}
@data
3325347879,167772687,443,36922,29,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0.3512970000000024,1e-05,0.00027300000000707314,0.0005230000000011614,0.0003719999999987067,0.000423999999995317,0.0002720000000095979,0.0005219999999894753,0.00027300000000707314,0.0002800000000036107,0.002143999999987045,5.1000000013345925e-05,0.00023599999998680232,9.400000000425734e-05,7.700000000454565e-05,0.2803469999999919,0.00021500000001140052,0.0006199999999978445,0.00024100000000260025,0.00021699999999214015,0.0027089999999958536,0.00016000000000815362,0.0006470000000007303,0.0001719999999920674,0.0006130000000013069,0.0003760000000028185,0.0006889999999941665,0.00015700000000151704,0.00011299999999891952,0.056465000000002874,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,29,1235,483,1235,1235,245,1235,1235,1235,881,1111,1235,1235,1235,1235,243,1075,1235,323,1235,1235,1191,1235,1235,1235,1235,243,597,1235,1235,0.862172000000001,1e-05,0.0001469999999983429,0.4703760000000017,0.000796999999991499,0.0005040000000064992,0.0027840000000054488,0.0008839999999992187,0.0007979999999889742,0.0008890000000008058,0.02894400000000985,0.0032149999999973033,0.0007899999999949614,0.0007939999999990732,0.0007990000000006603,0.0002780000000086602,0.002184999999997217,0.00037700000000029377,0.00010499999999069587,0.28050400000000764,0.0007849999999933743,0.0002910000000042601,0.0028740000000055943,0.0008059999999971978,0.0008940000000023929,0.0009749999999968395,0.0001160000000055561,0.05633499999999003,0.0027170000000040773,0.000990999999999076,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,29,1514,54,54,54,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,54,0.4752629999999982,1e-05,0.12253599999999665,0.09307700000000807,0.06356999999999857,0.0010620000000045593,0.00016199999998889325,0.0006660000000096034,0.0001699999999971169,0.002972999999997228,0.00016800000000216642,0.0006659999999953925,0.00015799999999899228,0.0006540000000114787,0.00015899999999646752,0.0008179999999953225,0.00032699999999863394,0.058835999999999444,0.000194000000007577,0.0007079999999888287,0.0003290000000077953,0.0006709999999969796,0.00017400000000122873,0.0006369999999975562,0.00015799999999899228,0.00235600000000602,0.00014799999999581814,0.0008250000000060709,0.0001409999999992806,0.0941880000000026,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,29,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0.33848700000000065,1e-05,0.0002970000000033224,0.0006999999999948159,0.0002800000000036107,0.0004770000000036134,0.00024899999999661304,0.0005850000000009459,0.00031199999999387273,0.00026700000000801083,0.002097999999989497,0.0002600000000114733,0.000506999999998925,0.0003049999999973352,0.0002980000000007976,0.32361499999998955,0.0003200000000020964,0.0005540000000081591,0.0002420000000000755,0.0002829999999960364,0.0022280000000023392,0.00018299999999271677,0.0006150000000104683,0.0002449999999925012,0.0004530000000073642,0.00025699999999062584,0.0006520000000023174,0.00046000000000390173,0.00011700000000303135,0.0015959999999921592,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,29,54,54,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,54,54,0.36278599999999983,1e-05,0.1000100000000117,0.06175700000000006,0.00017400000000122873,0.0007069999999913534,0.00017099999999459214,0.002605000000002633,0.00016700000000469117,0.000626999999994382,0.00016800000000216642,0.0006270000000085929,0.00015700000000151704,0.0006649999999979173,0.00022599999999783904,0.0020579999999910115,9.400000000425734e-05,0.0004069999999956053,9.100000001183162e-05,0.0003919999999908441,9.30000000067821e-05,0.00043399999999849115,9.799999999415832e-05,0.0015089999999986503,0.00012100000000714317,0.00041699999999877946,0.0001160000000055561,0.0003909999999933689,0.0937150000000031,0.024956000000003087,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,29,345,597,1140,1140,597,1392,888,597,597,1140,1392,859,597,597,597,597,1392,345,597,1140,597,1140,597,597,597,1140,1140,597,1392,2.2806520000000035,1e-05,0.06954800000001171,0.11222499999999513,0.06401900000000182,0.06839099999999121,0.04020700000000943,0.06333599999999251,0.07613600000000531,0.11939499999999725,0.12409999999999854,0.09660100000000682,0.00363699999999767,0.06383999999999901,0.10337099999999566,0.12080600000000175,0.10034500000000435,0.09425699999999892,0.03723200000000304,0.09223699999999724,0.13172699999999793,0.06372000000000355,0.06438399999998978,0.06574500000000683,0.0661489999999958,0.10000700000000506,0.09992699999999388,0.06778100000001075,0.06433499999999981,0.07000199999998813,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,29,1235,1235,243,1075,1235,837,1235,1235,677,1235,1235,1235,1235,243,1075,1235,1235,1235,403,915,1235,565,1235,1235,163,1235,1235,1235,1235,0.6002620000000007,1e-05,0.0008400000000108321,0.00032099999999957163,0.0023580000000009704,0.0007429999999999382,0.0003629999999930078,0.323836,0.000821000000001959,0.00027799999999444935,0.002477000000013163,0.0007979999999889742,0.0007840000000101099,0.0010979999999989332,0.00017400000000122873,0.001695999999995479,0.00047999999999603915,0.0004849999999976262,0.000526000000007798,0.0002649999999988495,0.0013879999999915071,0.0005290000000002237,0.0003440000000125565,0.2521899999999988,0.0007909999999924366,0.00026599999999632473,0.002881999999999607,0.0007920000000041227,0.0018280000000032715,0.0007970000000057098,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,29,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0.26753300000000024,1e-05,0.00027000000000043656,0.00015700000000151704,0.0003279999999961092,0.00019899999999495321,0.0003839999999968313,0.00014000000000180535,0.0002320000000111122,0.001211999999995328,0.0001699999999971169,0.00036199999999553256,0.00016700000000469117,0.00034499999999582087,0.25204399999999794,0.0002750000000020236,0.0005300000000119098,0.00024299999999755073,0.00020399999999654028,0.002612999999996646,0.0002520000000032496,0.0005429999999932988,0.00025000000000829914,0.0013809999999949696,0.0005340000000018108,0.0004749999999944521,0.0002420000000000755,0.000263000000003899,0.0031790000000029295,0.00027599999999949887,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,29,54,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,54,54,1514,0.2638210000000072,1e-05,0.02614300000000469,0.00016499999999552983,0.0006829999999951042,0.000171000000008803,0.0029260000000022046,0.0002080000000006521,0.0006229999999902702,0.00017000000001132776,0.0006349999999883948,0.00015500000000656655,0.001665000000002692,0.0001319999999935817,0.0035770000000070468,0.000160999999991418,0.0006500000000073669,0.00015599999998983094,0.0006490000000098917,0.00015599999998983094,0.0006340000000051305,0.00015500000000656655,0.0017889999999880501,0.00017500000001291482,0.0006509999999906313,0.00013700000000937962,0.0005799999999993588,0.08486800000000017,0.06398299999999324,0.07164600000000121,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,29,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0.24443899999999985,1e-05,0.00028800000001183435,0.0005969999999990705,0.00019100000000094042,0.0005659999999920728,0.00027599999999949887,0.0002840000000077225,0.0013929999999930942,0.0002589999999997872,0.0005079999999964002,0.00025000000000829914,0.0005089999999938755,1.300000000981072e-05,0.22057099999999252,0.00033100000000274576,0.0006089999999971951,0.0003229999999945221,0.0004990000000049122,0.00026700000000801083,0.0005309999999951742,0.0002740000000045484,0.0016099999999994452,0.00030099999999322335,0.0005369999999942365,0.00028200000001277203,0.000538999999989187,0.011788000000009902,0.0002729999999928623,0.0004940000000033251,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,29,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,54,54,54,1514,0.39133699999999294,1e-05,0.0007389999999958263,0.00015700000000151704,0.0007349999999917145,0.00015199999999992997,0.0007120000000071514,0.00015700000000151704,0.0017249999999933152,0.00016700000000469117,0.0006699999999995043,0.0001699999999971169,0.0005910000000000082,0.01175800000000038,0.00017499999999870397,0.000618000000002894,0.00015199999999992997,0.0033920000000051687,0.0002389999999934389,0.0006139999999987822,0.00013500000000021828,0.0005850000000009459,0.00013400000000274304,0.0006279999999918573,0.00017800000000534055,0.0014859999999998763,0.09412899999999524,0.10398500000000865,0.10001099999999497,0.06697599999999682,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,29,243,1075,1235,1235,1235,403,915,1235,1079,1235,1235,1235,881,1235,1235,245,1235,287,1235,1235,1235,1235,243,679,1235,1235,1235,367,1235,0.6267490000000038,1e-05,0.0034519999999957918,0.0008070000000088839,0.0007909999999924366,0.0008449999999982083,0.00027900000000613545,0.0016430000000013933,0.0007590000000021746,0.000469999999992865,0.2208920000000063,0.0008689999999944575,0.0008229999999969095,0.0008820000000042683,0.0018979999999970687,0.0008260000000035461,0.0004619999999988522,0.012067999999999302,0.000755999999995538,0.0036249999999995453,0.0007550000000122736,0.0007260000000002265,0.0007959999999940237,0.00027000000000043656,0.0011379999999974189,0.3653419999999983,0.0009430000000065775,0.000973000000001889,0.00070999999999799,0.0026979999999952042,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,29,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0.3833269999999942,1e-05,0.003439999999997667,0.00020600000000570162,0.0004779999999868778,0.0002460000000041873,0.0004820000000052005,0.0002800000000036107,0.0005259999999935872,0.0002539999999982001,0.00027799999999444935,0.0011240000000043437,0.3651650000000046,0.000286000000002673,0.0006429999999966185,0.0003049999999973352,0.0006649999999979173,0.00026800000000548607,0.0003949999999974807,0.0003059999999948104,0.0023490000000094824,0.0004220000000003665,0.0005099999999913507,0.0002890000000093096,0.0005449999999882493,0.00040100000001075387,0.0005929999999949587,0.0001790000000028158,0.00018899999999177908,0.00234300000001042,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,29,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,54,54,1514,1514,0.19386099999999828,1e-05,0.0007650000000012369,0.00017099999999459214,0.0006480000000124164,0.00031599999999798456,0.0006139999999987822,0.00014000000000180535,0.002403000000001043,0.00016799999998795556,0.0007830000000126347,0.00015599999998983094,0.0007280000000093878,0.00017099999999459214,0.0006740000000036162,0.0001699999999971169,0.002686999999994555,0.00017300000000375348,0.0006360000000000809,0.00017300000000375348,0.0006159999999937327,0.0001770000000078653,0.0006879999999966913,0.0001639999999980546,0.0011559999999946058,6.0000000004833964e-05,0.05442499999999484,0.05960100000000068,0.0650100000000009,0.00022700000000952514,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,29,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0.23538900000001206,1e-05,0.0005410000000125592,0.0002499999999940883,0.0005469999999974107,0.00024899999999661304,0.0006030000000123437,0.00025099999999156353,0.00040300000000570435,0.0005489999999923612,4.200000000764703e-05,0.1793869999999913,0.00010000000000331966,0.0005479999999948859,0.00025600000000736145,0.0005869999999958964,0.00028700000000014825,0.0006220000000070058,0.0019229999999907932,0.0002990000000124837,0.0006239999999877455,0.0003560000000106811,0.0006099999999946704,0.04042599999999652,0.00010000000000331966,0.0022519999999985885,0.002434000000008041,1.2999999995599865e-05,0.0006099999999946704,0.0001880000000085147,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,29,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,54,54,54,1514,1514,1514,0.33394900000000405,1e-05,0.0001790000000028158,0.0007300000000043383,0.00018799999999430383,0.0006669999999928677,0.001928000000006591,0.00020700000000317686,0.0007200000000011642,0.00020499999999401552,0.00074700000000405,0.04032399999999825,0.00020499999999401552,0.002264000000010924,0.002373999999988996,0.00014700000001255376,0.0005139999999954625,0.00013299999999105694,0.0007550000000122736,0.0001699999999971169,0.0006999999999948159,0.0001469999999983429,0.0020949999999970714,0.00035700000000815635,0.0428540000000055,0.04088799999999537,0.12839999999999918,0.06515799999999672,0.000194000000007577,0.0005269999999910624,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,29,1235,1235,1235,243,1075,1235,1235,1235,403,247,1235,1235,1235,1313,1235,1235,1273,1235,719,1235,1235,1235,1235,243,247,1235,1235,1235,799,0.5235040000000026,1e-05,0.0008270000000010214,0.0007250000000027512,0.0003659999999996444,0.002608999999992534,0.0007920000000041227,0.0007959999999940237,0.0008520000000089567,0.0004259999999902675,0.0005890000000050577,0.17936799999999664,0.0008119999999962602,0.0009320000000059281,0.000618000000002894,0.0022280000000023392,0.0009179999999986421,0.0006609999999938054,0.04047200000000828,0.002253999999993539,0.002503000000004363,0.0007999999999981355,0.000973000000001889,0.0007530000000031123,0.0003289999999935844,0.002245999999999526,0.2772910000000053,0.0008040000000022474,0.0007809999999892625,0.0006730000000061409,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,29,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0.29460399999999254,1e-05,0.0002819999999985612,0.0005100000000055616,0.0002959999999916363,0.0002690000000029613,0.0019220000000075288,0.00035599999999647025,0.27725300000000175,1.1999999998124622e-05,0.0006309999999984939,0.000160999999991418,0.000618000000002894,0.0002510000000057744,0.0005900000000025329,0.0024090000000001055,0.0002619999999922129,0.0003659999999996444,0.00029000000000678483,0.0006249999999994316,0.0003059999999948104,0.000618000000002894,1.1999999998124622e-05,0.00029600000000584714,0.003827000000001135,0.00041899999999372994,0.0007480000000015252,0.00024399999999502597,0.0005919999999974834,0.00024500000000671207,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,29,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,54,54,54,54,1514,1514,1514,0.3419760000000025,1e-05,0.0006209999999953197,0.00015500000000656655,0.0007689999999911379,0.0023500000000069576,0.00014999999999076863,0.0006249999999994316,8.100000000865748e-05,0.0006680000000045538,0.00016899999999964166,0.0006750000000010914,0.00017999999998608018,0.003910000000004743,0.0002510000000057744,0.0010449999999906368,0.0001650000000097407,0.0006279999999918573,0.00020700000000317686,0.000626999999994382,0.000171000000008803,0.0011049999999954707,6.199999999978445e-05,0.08605699999999672,0.06401200000000529,0.11597000000000435,0.04800799999999583,0.012234000000006517,0.00021499999999718966,0.000686999999999216,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,29,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0.3372979999999899,1e-05,0.00013899999999011925,0.00011200000000144428,0.0006240000000019563,9.599999999920783e-05,0.00011100000000396903,0.3264740000000046,0.00024599999998997646,0.000609000000011406,1.1999999998124622e-05,0.0006139999999987822,0.00016599999999300508,0.0005519999999989977,0.0002550000000098862,0.0002959999999916363,0.003353000000004158,0.0002539999999982001,0.000552999999996473,0.00027700000001118497,0.0007289999999926522,0.00012499999999704414,0.00023600000000101318,0.0001299999999986312,0.0001620000000031041,0.00041299999999466763,0.00012300000000209366,0.00024500000000671207,0.0001010000000007949,0.00023500000000353793,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,29,1235,1235,1235,1235,243,1075,1235,1235,1235,403,915,443,1235,1235,1235,1235,243,1075,1235,1235,1235,403,915,1235,1235,1235,563,1193,1235,0.554064000000011,1e-05,0.0007340000000084501,0.0008100000000013097,0.0007459999999923639,0.0002740000000045484,0.00416900000000453,0.001018999999999437,0.0008369999999899846,0.0009650000000078762,0.0001239999999995689,0.0007239999999910651,0.00011100000000396903,0.3265930000000026,0.0007140000000021018,0.0007880000000000109,0.000801999999993086,0.00029400000001089666,0.0036109999999922593,0.0008260000000035461,0.0009199999999935926,0.00035700000000815635,0.00014499999998918156,0.0005550000000056343,0.0003530000000040445,0.000335999999990122,0.0003600000000005821,0.00011800000000050659,0.00039500000001169155,0.2062129999999911,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,29,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,54,54,1514,1514,1514,1514,1514,0.2194509999999923,1e-05,0.0005169999999878883,0.00017500000001291482,0.0006339999999909196,0.00016000000000815362,0.0037409999999908905,0.0001650000000097407,0.0006459999999890442,0.00015900000001067838,0.0006810000000001537,0.00015599999998983094,0.0005150000000071486,7.300000000043383e-05,0.0005469999999974107,0.00015399999999488045,0.00029400000001089666,5.7999999995672624e-05,0.00027799999999444935,5.699999999819738e-05,0.0002800000000036107,8.400000000108321e-05,0.00047200000000202635,0.12084899999999266,0.08464000000000738,0.0003600000000005821,0.000160999999991418,0.000812000000010471,0.00015599999998983094,0.002472000000011576,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,29,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0.21722300000000416,1e-05,0.00025300000000072487,0.00010699999999985721,0.00011800000000050659,0.00040600000001234093,0.2059189999999944,0.00040900000000476666,0.0005339999999876,0.00027300000000707314,0.002476000000001477,0.0002539999999982001,0.0004409999999950287,0.0002720000000095979,0.0005879999999933716,0.0003260000000011587,0.00047399999999697684,0.0002520000000032496,0.00027599999999949887,0.0014890000000065129,5.39999999915608e-05,0.00017800000000534055,0.00012599999999451938,0.00022700000000952514,0.000137999999992644,0.00023500000000353793,0.00011200000000144428,9.099999999762076e-05,0.0009699999999952524,0.00011500000000808086,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,29,1431,597,597,1392,1373,597,597,597,1392,345,597,1392,1392,93,597,1140,1140,597,597,597,1392,1392,64,597,1392,345,597,597,1140,1.9873489999999947,1e-05,0.06440899999999772,0.06678899999999999,0.10582999999999743,0.0189189999999968,0.065921000000003,0.10245999999999356,0.10202100000000769,0.10247699999999327,0.033021000000005074,0.09694600000000264,0.06356699999999194,0.04740000000001032,0.016644999999996912,0.07765100000000302,0.12832600000000127,0.06396399999999858,0.06620399999999904,0.06418399999999735,0.11659600000000125,0.04474700000000098,0.04929799999999318,0.007119000000002984,0.08711900000000128,0.12301899999999932,0.0009179999999986421,0.06436100000000522,0.0658949999999976,0.10297900000000482,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,29,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,54,54,54,1514,1514,1514,1514,1514,0.29877799999999866,1e-05,0.0006730000000061409,0.00015100000000245473,0.0006279999999918573,0.00016800000000216642,0.0006680000000045538,0.00017400000000122873,0.001936000000000604,5.5999999986511284e-05,0.0002800000000036107,5.699999999819738e-05,0.0002840000000077225,6.600000000389628e-05,0.0002639999999871634,7.700000000454565e-05,0.0011360000000024684,6.8999999996322e-05,0.00027000000000043656,6.500000000642103e-05,0.00024399999999502597,6.399999999473494e-05,0.09190300000000207,0.06399900000000969,0.10400199999999415,0.027289999999993597,0.0003990000000015925,0.0007070000000055643,0.00017099999999459214,0.0028050000000092723,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,29,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0.33255199999999263,1e-05,0.00013500000000021828,0.00017299999998954263,0.00011700000000303135,0.2876640000000066,0.000312999999991348,0.0005660000000062837,0.00033299999999769625,0.002608999999992534,0.0002230000000054133,0.0005840000000034706,0.0003609999999980573,0.0008420000000057826,0.00042499999999279225,0.0008129999999937354,0.00025800000000231194,0.0002740000000045484,0.001558000000002835,0.029825000000002433,0.0003150000000005093,0.0005859999999984211,0.00015700000000151704,0.0004959999999982756,0.00031599999999798456,0.0005519999999989977,0.000263000000003899,0.0019459999999895672,0.0002830000000102473,0.0004959999999982756,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,29,801,1235,1235,1235,1235,243,1075,1235,1235,1235,403,915,1235,133,1235,287,1235,1235,1235,1235,243,679,1235,1235,1235,367,1235,1235,759,0.34269099999998787,1e-05,0.002645999999998594,0.0007939999999990732,0.0008469999999931588,0.0007990000000006603,0.00027300000000707314,0.00157199999999591,0.0003379999999992833,0.0003339999999951715,0.0003379999999992833,0.00013000000001284207,0.0010859999999865977,0.0003330000000119071,0.0003109999999963975,0.28782800000000464,0.0008509999999972706,0.0029159999999990305,0.0009359999999958291,0.0012580000000070868,0.00112899999999172,0.00028100000000108594,0.0013760000000075934,0.030184999999988804,0.0007489999999990005,0.0008360000000067203,0.0008129999999937354,0.0022390000000029886,0.0007760000000018863,0.0006369999999975562,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,29,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,54,54,54,1514,1514,1514,1514,1514,0.4044410000000056,1e-05,0.0007110000000096761,0.00017499999999870397,0.0008809999999925822,0.00026400000000137425,0.0009969999999981383,0.00023800000001017452,0.0017959999999987986,0.029861999999994282,0.00018599999999935335,0.0007200000000011642,0.0001759999999961792,0.0005280000000027485,0.00015399999999488045,0.0006890000000083774,0.00016300000000057935,0.002065999999999235,0.0001620000000031041,0.0006789999999909924,0.00010300000000995624,0.0006409999999874572,0.10727100000001144,0.0928079999999909,0.158489000000003,0.0009510000000005903,0.0002099999999956026,0.0007160000000112632,0.0023059999999901493,0.00020700000000317686,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,29,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0.6705620000000039,1e-05,0.0004959999999982756,0.35962200000000166,9.900000000584441e-05,0.0007339999999942393,0.0024290000000064538,0.00032399999999199736,0.0007429999999999382,0.00028800000001183435,0.0006399999999899819,0.00025800000000231194,0.0006050000000072941,0.00014799999999581814,0.00026800000000548607,0.0014079999999978554,0.06825299999999856,0.00030399999999985994,0.000621999999992795,0.0004559999999997899,0.0006570000000039045,0.0002479999999991378,0.0004990000000049122,0.0018599999999935335,0.0002309999999994261,0.0005730000000028213,0.000240000000005125,0.0005319999999926495,0.22762099999999919,0.0002709999999979118,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,29,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,1514,54,54,1514,1514,1514,1514,1514,1514,1514,1514,0.31138900000000547,1e-05,0.00023799999999596366,0.0007180000000062137,0.00023500000000353793,0.000686999999999216,0.00013899999999011925,0.0016860000000065156,0.06805799999999351,0.0002460000000041873,0.0009069999999979927,0.0001650000000097407,0.0008699999999919328,0.00016600000000721593,0.0006089999999971951,0.0018719999999916581,0.00013800000000685486,0.000686999999999216,0.00014600000000086766,0.0006109999999921456,0.09718800000000272,0.02547599999999761,0.10479100000000585,0.00023799999999596366,0.0006460000000032551,0.0026710000000065293,0.00016899999999964166,0.0007039999999989277,0.00016899999999964166,0.0008919999999932315,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
167772687,3325347879,36922,443,29,1235,1233,1235,1235,1235,1235,243,1193,1235,1235,1235,1313,1235,1235,1273,1235,719,1235,1235,1235,1235,243,1075,1235,1235,1235,403,915,1235,0.3258550000000042,1e-05,0.0007360000000034006,0.002798999999995999,0.0010600000000096088,0.0009129999999970551,0.0007579999999904885,0.0002600000000114733,0.0014070000000003802,0.06851100000000088,0.00101399999999785,0.0009439999999898419,0.0004920000000083746,0.0020949999999970714,0.0008930000000049176,0.000461000000001377,0.2278659999999917,0.0005230000000011614,0.002960000000001628,0.0009260000000068658,0.001207999999991216,0.0010769999999951096,0.00037400000000786804,0.003043000000005236,0.0008039999999880365,0.0008180000000095333,0.0010249999999984993,0.00037299999999618194,0.001982999999995627,0.00047000000000707587,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
3325347879,167772687,443,36922,29,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0.21777199999999652,1e-05,0.0026939999999910924,0.0003010000000074342,0.0005670000000037589,0.00028399999999351166,0.0008150000000028967,0.0004059999999981301,0.000727999999995177,0.00034200000000339514,0.00036500000000216914,0.002835000000004584,0.0001639999999980546,0.0005560000000031096,0.0003249999999894726,0.0004770000000036134,0.00027599999999949887,0.0007030000000014525,0.00034499999999582087,0.00035400000000151977,0.0017810000000082482,0.00015700000000151704,0.00031799999999293505,0.00014000000000180535,0.0003459999999932961,5.000000001587068e-06,0.0001299999999986312,0.19928900000000738,0.0003909999999933689,0.0004760000000061382,FILE-TRANSFER_gate_SFTP_filetransfer.pcap
